schema_version,run_id,planning_iteration,generated_at,source_phase,target_phase,data_as_of_date,sku_id,supplier_id,supplier_name,supplier_status,base_supplier_feasible_flag,supplier_active_flag,supplier_history_status,supplier_evidence_status,supplier_requires_review,supplier_watchlist_flag,supplier_risk_score,supplier_risk_class,supplier_reliability_score,expected_lead_time_days,lead_time_std_days,minimum_lead_time_days,maximum_lead_time_days,unit_cost,landed_cost_per_unit,quality_adjusted_unit_cost,moq,order_multiple,batch_size,minimum_order_value,fixed_order_cost,delivery_cost,yield_rate,defect_rate,expected_quality_loss_rate,supplier_capacity_period_unit,supplier_capacity_period_days,supplier_capacity_per_day,supplier_capacity_7d,supplier_capacity_30d,supplier_per_order_capacity_units,order_acceptance_probability,expedite_available,expedite_eligible,expedite_lead_time_days,expedite_capacity_limit,expedite_reliability,split_delivery_available,split_delivery_eligible,minimum_split_quantity,maximum_split_shipments,first_shipment_lead_time_days,remaining_shipment_lead_time_days,accepts_returns,return_eligible,near_expiry_return_possible,expired_return_possible,expected_return_recovery_rate,open_po_confirmed_units_7d,open_po_confirmed_units_30d,open_po_confirmed_units_60d,open_po_confirmed_units_90d,uncertain_inbound_units,next_confirmed_receipt_date,inbound_data_quality_flag,inbound_warning_codes
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-SUN-003,SUP-004,Nordic Stable Logistics,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.0752,LOW,0.9247519035616946,25,2.0,,,6.7,7.3365,7.6983,,1,1,650,0,0.335,0.953,0.047,0.047,WEEKLY,7,12.142857142857142,85.0,364.29,165,0.704,False,False,9,165,0.9247519035616946,True,False,80,3,12,22,True,True,True,False,0.88,0.0,78.0,78.0,78.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-SUN-003,SUP-005,Fallback Trade Partners,INACTIVE,False,False,UNKNOWN,UNKNOWN,False,True,0.2808,MEDIUM,0.7191934663754378,16,7.8,,,5.87,6.7094,7.4715,,1,1,300,0,0.44025,0.898,0.102,0.102,WEEKLY,7,10.0,70.0,300.0,150,0.635,False,False,5,150,0.7191934663754378,False,False,0,1,7,13,False,False,False,False,0.0,0.0,78.0,78.0,78.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-SUP-004,SUP-001,Budget Global Export,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.416,MEDIUM,0.5839632617860451,15,6.5,,,6.0,6.4694,7.5226,,1,1,400,0,0.49679999999999996,0.86,0.14,0.14,WEEKLY,7,17.142857142857142,120.0,514.29,200,0.715,False,False,6,200,0.5839632617860451,False,False,0,1,8,15,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-SUP-004,SUP-004,Nordic Stable Logistics,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.0752,LOW,0.9247519035616946,22,2.2,,,8.61,8.6724,8.9869,,1,1,650,0,0.396,0.965,0.035,0.035,WEEKLY,7,13.571428571428571,95.0,407.14,175,0.704,False,False,9,175,0.9247519035616946,True,True,80,3,12,22,True,True,True,False,0.88,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-SUP-004,SUP-006,MegaBulk Manufacturing,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.2705,MEDIUM,0.7295315359868859,16,4.5,,,5.53,5.9248,6.3367,,1,1,1000,0,0.4072,0.935,0.065,0.065,WEEKLY,7,35.714285714285715,250.0,1071.43,330,0.717,False,False,7,330,0.7295315359868859,True,True,160,4,8,16,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-SUP-004,SUP-007,FlexiSource Express,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.4497,MEDIUM,0.5503131313131313,7,2.6,,,9.38,9.562,10.1185,,1,1,250,0,0.5178,0.945,0.055,0.055,WEEKLY,7,5.714285714285714,40.0,171.43,120,0.75,True,False,3,120,0.5503131313131313,True,True,50,2,3,7,True,True,True,False,0.82,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-CHC-005,SUP-002,EuroSource Precision,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.0661,LOW,0.9338500986193293,12,1.4,,,12.68,12.872,13.1481,,1,1,600,0,0.64185,0.979,0.021,0.021,WEEKLY,7,10.0,70.0,300.0,150,0.73,True,True,4,150,0.9338500986193293,False,False,0,1,5,10,True,True,True,True,0.92,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-CHC-005,SUP-003,Rapid Local Supply,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.0521,LOW,0.9479291465378422,6,1.1,,,10.03,9.793,11.2048,,1,1,180,0,0.32305000000000006,0.874,0.126,0.126,WEEKLY,7,5.714285714285714,40.0,171.43,120,0.673,True,True,2,120,0.9479291465378422,True,True,40,2,2,4,True,True,False,False,0.85,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-CHC-005,SUP-005,Fallback Trade Partners,INACTIVE,False,False,UNKNOWN,UNKNOWN,False,True,0.2808,MEDIUM,0.7191934663754378,14,7.8,,,9.27,9.7498,10.7852,,1,1,300,0,0.6397499999999999,0.904,0.096,0.096,WEEKLY,7,7.857142857142857,55.0,235.71,135,0.635,False,False,5,135,0.7191934663754378,False,False,0,1,7,13,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-CHC-005,SUP-006,MegaBulk Manufacturing,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.2705,MEDIUM,0.7295315359868859,18,4.2,,,6.81,7.6126,8.1944,,1,1,1000,0,0.5232,0.929,0.071,0.071,WEEKLY,7,24.285714285714285,170.0,728.57,250,0.717,False,False,7,250,0.7295315359868859,True,True,160,4,8,16,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BBQ-006,SUP-001,Budget Global Export,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.416,MEDIUM,0.5839632617860451,18,6.5,,,7.84,8.4501,9.9647,,1,1,400,0,0.6488999999999999,0.848,0.152,0.152,WEEKLY,7,13.571428571428571,95.0,407.14,175,0.715,False,False,6,175,0.5839632617860451,False,False,0,1,8,15,False,False,False,False,0.0,218.0,218.0,218.0,218.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BBQ-006,SUP-004,Nordic Stable Logistics,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.0752,LOW,0.9247519035616946,25,2.2,,,11.26,11.3442,11.9037,,1,1,650,0,0.518,0.953,0.047,0.047,WEEKLY,7,10.714285714285714,75.0,321.43,155,0.704,False,False,9,155,0.9247519035616946,True,False,80,3,12,22,True,False,False,False,0.0,218.0,218.0,218.0,218.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BBQ-006,SUP-005,Fallback Trade Partners,INACTIVE,False,False,UNKNOWN,UNKNOWN,False,True,0.2808,MEDIUM,0.7191934663754378,16,8.1,,,9.85,10.3556,11.5318,,1,1,300,0,0.6795,0.898,0.102,0.102,WEEKLY,7,9.285714285714286,65.0,278.57,145,0.635,False,False,5,145,0.7191934663754378,False,False,0,1,7,13,False,False,False,False,0.0,218.0,218.0,218.0,218.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BBQ-006,SUP-006,MegaBulk Manufacturing,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.2705,MEDIUM,0.7295315359868859,19,4.5,,,7.24,8.0898,8.7647,,1,1,1000,0,0.556,0.923,0.077,0.077,WEEKLY,7,27.857142857142858,195.0,835.71,275,0.717,False,False,7,275,0.7295315359868859,True,False,160,4,8,16,False,False,False,False,0.0,218.0,218.0,218.0,218.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-UMR-007,SUP-002,EuroSource Precision,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.0661,LOW,0.9338500986193293,10,1.4,,,15.8,17.4274,17.6928,,1,1,600,0,0.869,0.985,0.015,0.015,WEEKLY,7,10.714285714285714,75.0,321.43,155,0.73,True,True,4,155,0.9338500986193293,False,False,0,1,5,10,True,True,True,True,0.92,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-UMR-007,SUP-003,Rapid Local Supply,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.0521,LOW,0.9479291465378422,4,1.1,,,12.49,12.7214,14.4561,,1,1,180,0,0.41965,0.88,0.12,0.12,WEEKLY,7,7.142857142857143,50.0,214.29,130,0.673,True,True,2,130,0.9479291465378422,True,True,40,2,2,4,True,True,False,False,0.85,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-UMR-007,SUP-004,Nordic Stable Logistics,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.0752,LOW,0.9247519035616946,22,2.0,,,13.2,14.454,14.9782,,1,1,650,0,0.66,0.965,0.035,0.035,WEEKLY,7,12.142857142857142,85.0,364.29,165,0.704,False,False,9,165,0.9247519035616946,True,True,80,3,12,22,True,True,True,False,0.88,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-UMR-007,SUP-007,FlexiSource Express,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.4497,MEDIUM,0.5503131313131313,7,2.4,,,14.38,15.933,16.8603,,1,1,250,0,0.8628,0.945,0.055,0.055,WEEKLY,7,5.0,35.0,150.0,115,0.75,True,True,3,115,0.5503131313131313,True,True,50,2,3,7,True,True,True,False,0.82,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BAT-008,SUP-001,Budget Global Export,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.416,MEDIUM,0.5839632617860451,16,6.5,,,10.61,11.4387,13.3943,,1,1,400,0,0.8784,0.854,0.146,0.146,WEEKLY,7,17.142857142857142,120.0,514.29,200,0.715,False,False,6,200,0.5839632617860451,False,False,0,1,8,15,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BAT-008,SUP-005,Fallback Trade Partners,INACTIVE,False,False,UNKNOWN,UNKNOWN,False,True,0.2808,MEDIUM,0.7191934663754378,14,8.1,,,13.33,14.0132,15.5013,,1,1,300,0,0.9195,0.904,0.096,0.096,WEEKLY,7,11.428571428571429,80.0,342.86,160,0.635,False,False,5,160,0.7191934663754378,False,False,0,1,7,13,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BAT-008,SUP-006,MegaBulk Manufacturing,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.2705,MEDIUM,0.7295315359868859,18,4.5,,,9.79,10.9416,11.7778,,1,1,1000,0,0.752,0.929,0.071,0.071,WEEKLY,7,35.714285714285715,250.0,1071.43,330,0.717,False,False,7,330,0.7295315359868859,True,True,160,4,8,16,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-BAT-008,SUP-007,FlexiSource Express,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.4497,MEDIUM,0.5503131313131313,8,2.6,,,16.59,16.9081,18.0065,,1,1,250,0,0.9156,0.939,0.061,0.061,WEEKLY,7,5.714285714285714,40.0,171.43,120,0.75,True,True,3,120,0.5503131313131313,True,True,50,2,3,7,True,True,True,False,0.82,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-FIL-009,SUP-002,EuroSource Precision,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.0661,LOW,0.9338500986193293,13,1.4,,,20.74,22.8762,23.511,,1,1,600,0,1.1406999999999998,0.973,0.027,0.027,WEEKLY,7,10.0,70.0,300.0,150,0.73,True,False,4,150,0.9338500986193293,False,False,0,1,5,10,True,True,True,True,0.92,252.0,252.0,252.0,252.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-FIL-009,SUP-004,Nordic Stable Logistics,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.0752,LOW,0.9247519035616946,25,2.0,,,17.34,18.9873,19.9237,,1,1,650,0,0.867,0.953,0.047,0.047,WEEKLY,7,9.285714285714286,65.0,278.57,145,0.704,False,False,9,145,0.9247519035616946,True,False,80,3,12,22,True,True,True,False,0.88,252.0,252.0,252.0,252.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-FIL-009,SUP-005,Fallback Trade Partners,INACTIVE,False,False,UNKNOWN,UNKNOWN,False,True,0.2808,MEDIUM,0.7191934663754378,16,7.8,,,15.17,17.3393,19.3088,,1,1,300,0,1.13775,0.898,0.102,0.102,WEEKLY,7,7.857142857142857,55.0,235.71,135,0.635,False,False,5,135,0.7191934663754378,False,False,0,1,7,13,False,False,False,False,0.0,252.0,252.0,252.0,252.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-FIL-009,SUP-006,MegaBulk Manufacturing,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,True,0.2705,MEDIUM,0.7295315359868859,19,4.2,,,11.15,12.9786,14.0613,,1,1,1000,0,0.892,0.923,0.077,0.077,WEEKLY,7,24.285714285714285,170.0,728.57,250,0.717,False,False,7,250,0.7295315359868859,True,False,160,4,8,16,False,False,False,False,0.0,252.0,252.0,252.0,252.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
1.0,INTEGRATED-20260611194759,1,2026-06-11T19:48:08Z,PHASE_2,PHASE_3,2026-06-11,SKU-GFT-010,SUP-001,Budget Global Export,ACTIVE,True,True,UNKNOWN,UNKNOWN,False,False,0.416,MEDIUM,0.5839632617860451,15,6.5,,,13.6,15.9392,18.534,,1,1,400,0,1.224,0.86,0.14,0.14,WEEKLY,7,13.571428571428571,95.0,407.14,175,0.715,False,False,6,175,0.5839632617860451,False,False,0,1,8,15,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,CONFIRMED_OR_NONE,PROVISIONAL_NO_INVENTORY_CONTEXT;BUFFER_REQUIREMENT_NOT_CONNECTED
