sku_id,product_name,category,inventory_model_type,review_policy,main_inventory_status,secondary_status_flags,primary_action,secondary_action,action_priority,action_reason,policy_review_required,quantity_constraint_flag,warning_codes,current_inventory,available_inventory,inventory_position,recommended_order_quantity,safety_stock,reorder_point,min_stock_level,max_stock_level,days_of_supply_current,days_of_supply_after_recommended_order,abc_class,xyz_class,fsn_class,vitality_class,seasonality_class,perishability_class,movement_class,inventory_priority_class,service_level_target,recommended_supplier_id,backup_supplier_id,recommended_supplier_feasible,recommended_supplier_requires_review,supplier_review_signal,watchlist_supplier_signal,supplier_review_before_order,supplier_accepts_returns,return_window_days,return_deduction_rate,return_transport_cost,return_policy_status,unit_cost_inventory,unit_cost_procurement,inventory_value,stockout_units,stockout_penalty_per_unit,overstock_penalty_per_unit,near_expiry_units,expired_units,average_daily_demand,moq,batch_size,expected_yield_rate,expected_lead_time_days,lead_time_std_days,demand_adjusted_procurement_risk_score,demand_adjusted_procurement_risk_class,estimated_fixed_order_cost,fixed_order_cost,delivery_cost,estimated_delivery_cost,estimated_expected_delay_cost,estimated_expected_quality_cost,cost_per_late_day,partial_delivery_penalty,quality_rejection_cost_per_unit,unit_volume_m3,handling_cost_per_unit,storage_cost_per_m3,selected_unit_cost,current_inventory_value,current_holding_cost,storage_space_cost,handling_cost,current_stockout_cost,expected_stockout_risk_cost,overstock_units,current_overstock_cost,expired_stock_cost,near_expiry_risk_cost,return_recovery_estimate,dead_stock_cost,non_moving_cost,recommended_purchase_cost,recommended_fixed_order_cost,recommended_delivery_cost,recommended_expected_delay_cost,recommended_expected_quality_cost,recommended_expedite_cost,recommended_total_order_cost,projected_inventory_after_order,projected_inventory_value_after_order,projected_holding_cost_after_order,projected_overstock_units_after_order,projected_overstock_cost_after_order,supplier_risk_cost,phase4_review_cost_risk,total_current_inventory_cost,total_recommended_action_cost,total_projected_cost_after_action,total_relevant_inventory_cost,main_cost_driver,cost_risk_level,cost_action_recommendation,cost_justification_reason,cost_reason,cost_warning_flags
SKU-BIKE-ROAD-001,Road Bike,Bicycles,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,CRITICAL_LOW_STOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE,ORDER_RECOMMENDED_QUANTITY,NO_ACTION,HIGH,Inventory position is at or below safety stock.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,18,16,18,86,76,162,76,248,1.47,8.5,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,440.0,0.0,7920.0,0.0,250,60,0.0,0.0,12.2376,1.0,1.0,0.95,7.0,2.0,0.5,MEDIUM,0.0,,,0.0,0.0,0.0,,,,0.45,5.0,4.0,440.0,7920.0,1504.8,32.4,21.5,0.0,6883.65,0.0,0.0,0.0,0.0,0.0,0.0,1537.2,37840.0,75.0,25.0,35.0,86.0,0.0,38061.0,104.0,45760.0,8694.4,0.0,0.0,1419.0,158.4,3095.9,38061.0,17155.45,49617.95,PURCHASE_COST,CRITICAL,REVIEW_POLICY_PARAMETERS,Cost risk is CRITICAL; review the dominant driver before final action.,Main cost driver is purchase cost with total relevant cost 49617.95. Recommended action cost is 38061.00.,COST_USES_FALLBACKS;EXPECTED_STOCKOUT_RISK_ACTIVE;STOCKOUT_DURATION_UNKNOWN;PROCUREMENT_COST_COMPONENTS_PARTIAL;HIGH_ORDER_COST;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-BIKE-MT-001,Mountain Bike,Bicycles,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,CRITICAL_LOW_STOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE,ORDER_RECOMMENDED_QUANTITY,NO_ACTION,HIGH,Inventory position is at or below safety stock.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,14,13,14,70,62,132,62,202,1.42,8.49,A,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,580.0,0.0,8120.0,0.0,275,70,0.0,0.0,9.8895,1.0,1.0,0.95,7.0,2.0,0.5,MEDIUM,0.0,,,0.0,0.0,0.0,,,,0.58,5.0,4.0,580.0,8120.0,1542.8,32.48,17.5,0.0,6119.13,0.0,0.0,0.0,0.0,0.0,0.0,1575.28,40600.0,75.0,25.0,35.0,70.0,0.0,40805.0,84.0,48720.0,9256.8,0.0,0.0,1522.5,162.4,3168.06,40805.0,17060.83,51777.09,PURCHASE_COST,CRITICAL,REVIEW_POLICY_PARAMETERS,Cost risk is CRITICAL; review the dominant driver before final action.,Main cost driver is purchase cost with total relevant cost 51777.09. Recommended action cost is 40805.00.,COST_USES_FALLBACKS;EXPECTED_STOCKOUT_RISK_ACTIVE;STOCKOUT_DURATION_UNKNOWN;PROCUREMENT_COST_COMPONENTS_PARTIAL;HIGH_ORDER_COST;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-FRAME-ROAD-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,120,110,120,60,11,29,11,89,120.0,180.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,120.0,127.2,14400.0,0.0,90,20,0.0,0.0,1.0,30.0,20.0,0.975,18.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,4.0,,,,0.22,5.0,4.0,127.2,14400.0,2736.0,105.6,15.0,0.0,0.0,106.0,2120.0,0.0,0.0,0.0,0.0,2841.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,15264.0,2900.16,106.0,2120.0,0.0,288.0,7818.2,0.0,5308.16,8106.2,OVERSTOCK_COST,CRITICAL,REDUCE_FUTURE_ORDERS,Cost risk is CRITICAL; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 8106.20. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-FRAME-MT-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,90,82,90,60,12,32,12,92,90.0,150.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,140.0,148.4,12600.0,0.0,95,22,0.0,0.0,1.0,25.0,20.0,0.975,20.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,4.0,,,,0.26,5.0,4.0,148.4,12600.0,2394.0,93.6,15.0,0.0,0.0,76.0,1672.0,0.0,0.0,0.0,0.0,2487.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13356.0,2537.64,76.0,1672.0,0.0,252.0,6662.2,0.0,4461.64,6914.2,OVERSTOCK_COST,HIGH,REDUCE_FUTURE_ORDERS,Cost risk is HIGH; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 6914.20. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by days of supply above the configured threshold. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-WHEEL-ROAD-700C,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,260,240,260,75,10,24,10,99,260.0,335.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,60.0,63.6,15600.0,0.0,55,12,0.0,0.0,1.0,50.0,25.0,0.975,14.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,7.5,,,,0.14,5.0,4.0,63.6,15600.0,2964.0,145.6,18.75,0.0,0.0,246.0,2952.0,0.0,0.0,0.0,0.0,3109.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,16536.0,3141.84,246.0,2952.0,0.0,312.0,9189.95,0.0,6405.84,9501.95,OVERSTOCK_COST,CRITICAL,REDUCE_FUTURE_ORDERS,Cost risk is CRITICAL; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 9501.95. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-WHEEL-MT-29,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,210,192,210,75,11,27,11,102,210.0,285.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,70.0,74.2,14700.0,0.0,60,14,0.0,0.0,1.0,45.0,25.0,0.975,16.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,5.0,,,,0.16,5.0,4.0,74.2,14700.0,2793.0,134.4,18.75,0.0,0.0,196.0,2744.0,0.0,0.0,0.0,0.0,2927.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,15582.0,2960.58,196.0,2744.0,0.0,294.0,8617.55,0.0,5998.58,8911.55,OVERSTOCK_COST,CRITICAL,REDUCE_FUTURE_ORDERS,Cost risk is CRITICAL; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 8911.55. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-TIRE-ROAD-700C,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,340,315,340,120,9,19,9,139,340.0,460.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,25.0,26.5,8500.0,0.0,35,8,0.0,0.0,1.0,80.0,40.0,0.975,10.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,12.0,,,,0.035,5.0,4.0,26.5,8500.0,1615.0,47.6,30.0,0.0,0.0,326.0,2608.0,0.0,0.0,0.0,0.0,1662.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,9010.0,1711.9,326.0,2608.0,0.0,170.0,5963.2,0.0,4489.9,6133.2,OVERSTOCK_COST,HIGH,REDUCE_FUTURE_ORDERS,Cost risk is HIGH; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 6133.20. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-TIRE-MT-29,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,300,278,300,105,9,20,9,125,300.0,405.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,30.0,31.8,9000.0,0.0,40,9,0.0,0.0,1.0,70.0,35.0,0.975,11.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,10.5,,,,0.045,5.0,4.0,31.8,9000.0,1710.0,54.0,26.25,0.0,0.0,286.0,2574.0,0.0,0.0,0.0,0.0,1764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,9540.0,1812.6,286.0,2574.0,0.0,180.0,6128.25,0.0,4566.6,6308.25,OVERSTOCK_COST,HIGH,REDUCE_FUTURE_ORDERS,Cost risk is HIGH; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 6308.25. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-BRAKE-FRONT-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,160,148,160,80,10,23,10,103,160.0,240.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,45.0,47.7,7200.0,0.0,50,10,0.0,0.0,1.0,40.0,20.0,0.975,13.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,6.0,,,,0.015,5.0,4.0,47.7,7200.0,1368.0,9.6,20.0,0.0,0.0,146.0,1460.0,0.0,0.0,0.0,0.0,1377.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,7632.0,1450.08,146.0,1460.0,0.0,144.0,4235.2,0.0,3054.08,4379.2,OVERSTOCK_COST,HIGH,REDUCE_FUTURE_ORDERS,Cost risk is HIGH; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 4379.20. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-BRAKE-REAR-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,155,143,155,80,10,23,10,103,155.0,235.0,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,HIGH_PRIORITY,0.99,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,45.0,47.7,6975.0,0.0,50,10,0.0,0.0,1.0,40.0,20.0,0.975,13.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,6.0,,,,0.015,5.0,4.0,47.7,6975.0,1325.25,9.3,20.0,0.0,0.0,141.0,1410.0,0.0,0.0,0.0,0.0,1334.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,7393.5,1404.77,141.0,1410.0,0.0,139.5,4099.1,0.0,2954.27,4238.6,OVERSTOCK_COST,HIGH,REDUCE_FUTURE_ORDERS,Cost risk is HIGH; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 4238.60. No immediate order cost is counted because primary action is reduce_future_orders. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,NO_RECOMMENDED_ORDER_COST;COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-PEDAL-SET-001,UNKNOWN,UNKNOWN,ONE_TO_ONE_REPLACEMENT,ONE_TO_ONE,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;NO_ORDER_RECOMMENDED;EXISTING_INVENTORY_CAP_ACTIVE;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;NO_ORDER_RECOMMENDED_FOR_ONE_TO_ONE;ORDER_QUANTITY_CAPPED_BY_EXISTING_INVENTORY,180,166,180,0,5,14,5,5,180.0,180.0,B,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,MEDIUM_PRIORITY,0.9,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,20.0,21.2,3600.0,0.0,30,6,0.0,0.0,1.0,60.0,30.0,0.975,9.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,9.0,,,,0.025,5.0,4.0,21.2,3600.0,684.0,18.0,2.25,0.0,0.0,175.0,1050.0,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,3816.0,725.04,175.0,1050.0,0.0,72.0,2456.25,0.0,1847.04,2528.25,OVERSTOCK_COST,HIGH,WAIT_FOR_TRIGGER,Cost risk is HIGH; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 2528.25. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;NO_RECOMMENDED_ORDER_COST;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
SKU-COMP-BOLT-KIT-001,UNKNOWN,UNKNOWN,ONE_TO_ONE_REPLACEMENT,ONE_TO_ONE,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;NO_ORDER_RECOMMENDED;EXISTING_INVENTORY_CAP_ACTIVE;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,True,True,SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;NO_ORDER_RECOMMENDED_FOR_ONE_TO_ONE;ORDER_QUANTITY_CAPPED_BY_EXISTING_INVENTORY,500,460,500,0,4,11,4,4,500.0,500.0,C,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,MEDIUM_PRIORITY,0.9,UNKNOWN,UNKNOWN,False,True,True,False,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,5.0,5.3,2500.0,0.0,12,2,0.0,0.0,1.0,120.0,60.0,0.975,7.0,2.0,0.0345431213017751,LOW,95.0,,,135.0,2.16,18.0,,,,0.006,5.0,4.0,5.3,2500.0,475.0,12.0,6.25,0.0,0.0,496.0,992.0,0.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2650.0,503.5,496.0,992.0,0.0,50.0,1972.25,0.0,1545.5,2022.25,OVERSTOCK_COST,HIGH,WAIT_FOR_TRIGGER,Cost risk is HIGH; review the dominant driver before final action.,Main cost driver is overstock cost with total relevant cost 2022.25. Overstock cost is driven by both max-stock excess and days-of-supply excess. Supplier return recovery is unavailable or missing.,COST_USES_FALLBACKS;OVERSTOCK_COST_ACTIVE;RETURN_POLICY_UNAVAILABLE;NO_RECOMMENDED_ORDER_COST;SUPPLIER_RISK_COST_ACTIVE;PHASE4_COST_RISK_INFORMATIONAL
